time,BTC,XRP,BNB,ADA,LINK,ZEC,TRX,LTC,PAXG,AVAX,BCH,XAUT,AAVE,UNI,DASH,DOT,XLM,HBAR,NEAR,XMR,SNX,CRV,FET,FIL,BTCB,MLN,ZEN,ATOM,INJ,ALGO,ETC,OKB,RUNE,XDC,STORJ,COMP,BAT,VET,MANA,AR,SUSHI,CRO,AXS,TRB,OM,DEGO,CHZ,RSR,NEO,ZRX,VRA,THETA,KNC,QNT,UMA,XTZ,CELO,QTUM,CLO,CHR,EGLD,BSV,ACH,XYO,STEEM,LPT,IOTX,XVG,BEAM,KDA,YFI,CTC,KSM,ARPA,NMR,WAVES,PRO,ARK,ETH,SOL,DOGE
2020-11-05,15599.92,0.2458,27.72,0.09772,11.01,56.77,0.025,59.0,1951.55,3.351,249.75,1953.11,31.11,2.195,67.78,4.23,0.08043,0.0298,0.6929,116.58,3.162,0.363,0.04007,29.39,15567.16,20.14,5.248,4.508,0.7043,0.2484,5.09,4.488,0.422,0.005974,0.2789,90.95,0.1907,0.0097,0.07361,1.911,0.518,0.07952,0.1342,20.9,0.06545,1.18,0.009828,0.0118,14.43,0.3485,0.000468,0.6299,0.7594,13.1,6.779,1.885,1.581,1.935,0.00078,0.02231,7.394,160.52,0.006708,0.0003335,0.1415,1.716,0.007758,0.003917,0.2232,0.1738,8501.69,0.5479,30.5,0.01461,23.47,3.43,0.08986,0.3019,414.07,1.41,0.002616999903693795
2020-11-06,15590.62,0.2589,29.05,0.1093,12.18,61.61,0.02615,63.36,1956.62,3.596,258.18,1951.7,38.57,2.569,70.14,4.584,0.08398,0.03142,0.7182,116.7,3.542,0.437,0.044,31.77,16338.97,21.61,5.602,4.884,0.749,0.2766,5.353,4.649,0.518,0.005827,0.3689,95.81,0.2049,0.0113,0.08322,2.409,0.6176,0.0793,0.1453,25.44,0.07347,1.31,0.009699,0.01474,15.73,0.3771,0.0004677,0.6763,0.8133,14.05,7.445,2.093,1.698,2.078,0.000871,0.02541,8.388,168.69,0.007795,0.0002738,0.1514,1.603,0.00815,0.0042,0.2401,0.1939,11834.76,0.5443,32.55,0.01676,24.16,3.566,0.08778,0.324,454.72,1.91,0.0027600000612437725
2020-11-07,14838.16,0.2494,27.78,0.1013,11.76,57.42,0.02495,58.98,1966.06,3.411,254.03,1955.99,44.65,2.477,66.67,4.239,0.07966,0.03001,0.6977,108.65,3.817,0.426,0.04062,30.05,15550.39,20.77,5.909,4.625,0.7848,0.2585,5.082,4.676,0.4855,0.005836,0.3303,92.54,0.1925,0.0104,0.07517,2.22,0.6035,0.07363,0.1408,22.85,0.0767,1.137,0.01009,0.01281,14.85,0.3496,0.0004451,0.6407,0.7796,13.17,6.89,2.022,1.633,1.951,0.0008892,0.02315,7.864,162.18,0.007271,0.0002615,0.1433,1.552,0.00747,0.0041,0.2221,0.166,14299.07,0.5593,31.22,0.01656,22.89,3.438,0.07924,0.303,435.71,2.03,0.0026710000820457935
2020-11-08,15488.25,0.2538,28.42,0.1068,12.72,60.62,0.02536,61.0,1964.57,3.466,270.89,1955.2,53.95,2.866,68.12,4.375,0.08155,0.0304,0.8144,117.09,4.407,0.475,0.04201,30.73,16231.69,20.55,6.214,4.816,0.8348,0.2663,5.175,4.691,0.5735,0.005912,0.3498,97.26,0.1989,0.0111,0.08701,2.269,0.6416,0.07475,0.1986,23.6,0.08003,1.154,0.01053,0.01442,15.46,0.3665,0.0004646,0.6648,0.8211,13.26,7.2,2.091,1.677,2.03,0.0009347,0.02509,8.333,166.96,0.007279,0.0002728,0.1463,1.679,0.007881,0.004206,0.2419,0.1837,15136.24,0.5842,32.99,0.01821,23.3,3.518,0.08131,0.3361,453.55,2.16,0.002710999920964241
2020-11-09,15335.03,0.2506,28.11,0.1054,12.52,58.44,0.02485,59.24,1897.32,3.41,264.38,1856.37,55.07,2.678,68.1,4.34,0.07968,0.03127,0.9285,114.66,4.24,0.451,0.04264,31.21,16071.11,21.09,5.987,5.14,0.9775,0.2604,5.031,4.622,0.5875,0.005853,0.3448,94.63,0.1933,0.011,0.09755,2.181,0.602,0.07038,0.2788,22.02,0.07689,1.144,0.01047,0.01436,15.4,0.354,0.0004601,0.6418,0.8099,13.36,6.956,2.113,1.661,1.989,0.001252,0.02408,8.128,160.25,0.007821,0.0002667,0.1465,1.618,0.00764,0.004299,0.2377,0.1989,14978.46,0.5913,33.26,0.01765,23.73,3.79,0.08864,0.3582,444.16,2.03,0.0026700000744313
2020-11-10,15313.73,0.2542,28.22,0.1059,13.02,59.11,0.0249,57.96,1876.61,3.576,257.42,1874.84,67.12,3.074,68.93,4.42,0.07968,0.03155,0.9455,114.72,4.681,0.566,0.04613,30.43,16676.65,21.56,6.784,5.091,1.011,0.2898,5.14,4.657,0.679,0.005559,0.3702,102.46,0.2022,0.0116,0.08733,2.368,0.6734,0.07057,0.2694,24.88,0.07935,1.198,0.01058,0.01722,15.6,0.3873,0.0004594,0.642,0.8783,14.12,7.606,2.154,1.916,2.005,0.001282,0.02787,8.591,157.43,0.00781,0.0003156,0.1517,1.62,0.008449,0.0046,0.2485,0.1711,18278.8,0.5447,34.64,0.01991,24.52,3.827,0.08928,0.3639,449.68,2.25,0.002753000007942319
2020-11-11,15707.08,0.2562,28.02,0.1061,12.78,58.9,0.02507,59.33,1874.68,3.489,257.28,1886.3,54.61,2.935,69.33,4.454,0.08048,0.03326,0.8615,112.24,3.997,0.547,0.04496,30.11,17105.01,22.6,6.313,5.042,0.9123,0.2787,5.098,4.764,0.6245,0.005595,0.364,103.1,0.1995,0.0114,0.084,2.303,0.6835,0.07142,0.3528,23.73,0.08536,1.193,0.01068,0.01693,15.42,0.3652,0.0004712,0.6133,0.8927,14.51,8.506,2.125,1.827,2.061,0.001262,0.02654,7.806,159.27,0.009581,0.0002783,0.1512,1.621,0.008299,0.004425,0.2502,0.1754,16678.14,0.5218,35.64,0.01795,24.67,3.748,0.0889,0.3531,462.96,2.0,0.002768999896943569
2020-11-12,16306.53,0.255,27.75,0.1048,12.42,62.93,0.02494,60.75,1890.22,3.432,259.93,1889.8,51.87,2.961,78.05,4.409,0.08066,0.031,0.7886,110.9,3.775,0.557,0.04214,29.56,17757.81,21.76,5.958,5.037,0.9239,0.2666,5.066,4.853,0.568,0.005576,0.3457,104.39,0.1954,0.0107,0.08314,2.169,0.6933,0.07172,0.3131,22.63,0.08099,1.17,0.0106,0.01597,15.47,0.3607,0.0004892,0.603,0.862,14.93,7.72,2.075,1.776,2.033,0.001154,0.0256,7.501,158.63,0.008806,0.0002777,0.1484,1.622,0.008108,0.004395,0.2436,0.1751,15463.89,0.5303,38.22,0.01694,23.67,3.89,0.08887,0.3359,461.01,1.9,0.002778999973088503
2020-11-13,16332.85,0.266,28.22,0.1066,12.89,65.85,0.02543,65.94,1909.31,3.693,259.04,1892.3,63.57,3.862,77.63,4.545,0.08254,0.0323,0.8994,113.2,4.207,0.687,0.04609,29.2,17786.47,21.9,6.251,5.22,1.069,0.2804,5.157,4.908,0.707,0.005727,0.3555,116.71,0.2023,0.0118,0.08321,2.27,0.9622,0.0708,0.3933,24.43,0.08298,1.312,0.0111,0.01745,16.02,0.387,0.00049,0.6309,0.9244,15.42,8.176,2.154,1.792,2.097,0.001134,0.0263,7.791,161.45,0.009146,0.0003338,0.1512,1.495,0.008088,0.00446,0.268,0.1695,17915.18,0.5124,38.74,0.01748,24.88,4.097,0.08836,0.3435,474.63,2.02,0.0028210000600665808
2020-11-14,16075.95,0.2685,27.92,0.1044,12.56,63.92,0.02523,63.87,1893.75,3.498,255.29,1899.82,66.76,3.811,77.28,4.47,0.08111,0.032,0.8695,116.26,4.316,0.707,0.04463,29.29,17506.71,22.43,6.181,5.053,1.286,0.2659,5.09,4.772,0.838,0.006044,0.3604,121.57,0.1967,0.0113,0.07955,2.337,1.051,0.06806,0.5672,23.52,0.08068,1.228,0.01077,0.01614,15.69,0.3742,0.0004823,0.6122,0.8951,16.03,8.185,2.102,1.78,2.041,0.0011,0.02749,7.475,157.69,0.009003,0.0003688,0.1489,1.483,0.007847,0.0042,0.2636,0.1661,17193.94,0.5183,37.14,0.01704,24.25,4.3,0.08874,0.3673,460.15,1.92,0.0027729999274015427
2020-11-15,15964.7,0.2697,27.68,0.1006,12.13,61.21,0.02532,62.34,1896.61,3.55,240.27,1898.7,64.24,3.85,74.94,4.371,0.08017,0.03141,0.8306,114.1,4.135,0.782,0.04237,27.75,17385.56,20.61,6.378,4.979,1.285,0.2572,5.053,4.682,0.8705,0.007297,0.3389,120.11,0.194,0.011,0.07842,2.28,1.255,0.06539,0.5934,24.2,0.07356,1.237,0.01065,0.0152,15.32,0.3596,0.0004789,0.6041,0.8905,15.8,8.405,2.016,1.8,1.982,0.001135,0.0257,7.583,154.31,0.00926,0.000314,0.1458,1.479,0.007719,0.004203,0.2508,0.1727,17619.22,0.5053,35.43,0.01757,24.12,4.378,0.08381,0.3506,447.56,2.04,0.0027749999426305294
2020-11-16,16721.46,0.2881,27.99,0.1039,12.63,65.28,0.02553,73.84,1899.66,3.707,249.15,1903.89,73.02,3.568,80.73,4.489,0.08254,0.03204,0.8664,117.1,4.426,0.825,0.04301,27.51,18209.67,22.04,6.314,5.089,1.608,0.2713,5.396,4.671,0.9,0.007826,0.3436,120.13,0.1979,0.0114,0.07943,2.622,1.316,0.06599,0.5588,30.22,0.07186,1.21,0.01104,0.01714,15.73,0.3719,0.0005016,0.62,0.9483,16.07,8.31,2.083,1.786,2.076,0.001107,0.02592,7.709,157.98,0.009197,0.0003224,0.1498,1.505,0.007794,0.00437,0.2583,0.1771,18588.41,0.5302,36.27,0.01921,24.11,4.898,0.08762,0.3552,459.94,2.26,0.0028860000893473625
2020-11-17,17681.54,0.3027,28.63,0.1097,13.4,66.94,0.02651,76.4,1895.02,3.851,254.97,1883.86,79.23,3.818,83.12,4.855,0.08652,0.03098,0.9318,124.41,5.085,0.877,0.05102,29.14,19255.2,21.92,6.59,5.295,1.468,0.2747,5.874,4.852,0.9965,0.008646,0.3527,122.73,0.2055,0.0124,0.08034,2.643,1.338,0.06703,0.5059,31.19,0.0811,1.076,0.0109,0.02076,16.18,0.3832,0.0003536,0.6555,0.9885,15.39,8.151,2.147,1.764,2.207,0.001225,0.02652,7.868,167.23,0.009725,0.0003379,0.1505,1.506,0.007801,0.0044,0.2661,0.166,23956.19,0.5559,38.14,0.0217,24.35,4.924,0.111,0.3494,480.36,2.2,0.0029360000044107437
2020-11-18,17786.27,0.2936,28.1,0.1067,13.58,63.23,0.02681,73.52,1888.9,3.748,245.98,1881.9,75.15,3.463,79.97,4.688,0.0837,0.0303,0.8335,122.1,4.879,0.76,0.04619,28.83,19369.25,22.59,6.271,5.118,1.373,0.2674,6.293,5.462,0.8795,0.008172,0.3295,114.22,0.2002,0.0118,0.0769,2.527,1.148,0.06567,0.5213,28.17,0.06655,1.053,0.01049,0.01996,15.72,0.3654,0.0003557,0.6243,0.9271,15.27,8.026,2.087,1.746,2.152,0.001355,0.02579,7.47,162.18,0.009071,0.0002873,0.1606,1.346,0.007459,0.00425,0.2657,0.1738,25454.94,0.566,35.57,0.01973,23.74,5.189,0.1352,0.3525,479.48,2.12,0.0029090000316500664
2020-11-19,17824.64,0.3042,28.16,0.1059,13.63,62.42,0.02583,81.65,1875.15,3.643,245.09,1878.44,76.36,3.75,82.28,4.757,0.08402,0.03034,0.8456,118.21,4.987,0.804,0.05406,28.88,19411.03,26.34,6.171,5.101,1.3,0.2655,6.346,5.79,0.8895,0.00815,0.3159,113.46,0.1962,0.0116,0.07779,2.424,1.576,0.06688,0.4392,27.91,0.06748,1.137,0.01052,0.02109,16.1,0.3648,0.0003565,0.6234,0.9117,14.38,7.794,2.078,1.713,2.254,0.001356,0.02513,7.593,161.63,0.008556,0.0002359,0.1495,1.248,0.007442,0.004405,0.2485,0.1815,27810.11,0.5641,35.42,0.01895,23.54,5.829,0.1604,0.367,471.63,2.08,0.002911000046879053
2020-11-20,18672.78,0.3303,28.96,0.1184,14.11,63.23,0.02636,82.62,1881.01,3.707,259.36,1889.66,75.1,3.861,83.34,5.238,0.08857,0.03073,0.9458,120.46,5.135,0.848,0.05335,29.07,20334.66,31.17,6.235,5.28,1.416,0.2843,6.187,5.945,0.9165,0.008534,0.3245,116.23,0.2021,0.012,0.08147,2.553,1.585,0.07721,0.4976,29.54,0.07248,1.205,0.01083,0.02379,16.46,0.3748,0.0003735,0.6426,0.9414,14.68,7.962,2.107,1.748,2.363,0.001416,0.02577,7.637,166.39,0.008589,0.0003063,0.1553,1.164,0.007508,0.004201,0.2511,0.2282,26509.55,0.5858,37.85,0.02022,23.99,6.781,0.1443,0.386,509.74,2.1,0.002983999904245138
2020-11-21,18704.06,0.4631,30.53,0.1338,15.46,72.61,0.03062,87.17,1885.37,4.02,303.75,1877.8,70.38,3.834,94.42,5.781,0.1095,0.03307,1.184,128.31,5.261,0.851,0.0591,29.96,20368.72,27.58,8.533,5.936,1.381,0.3173,6.658,5.989,0.9075,0.008698,0.3667,127.5,0.2335,0.01459,0.0879,2.682,1.661,0.07257,0.468,32.56,0.07676,1.104,0.0112,0.02369,18.33,0.4168,0.0003741,0.7041,1.056,13.89,8.495,2.398,1.798,2.701,0.001382,0.02768,8.23,194.9,0.008791,0.0002761,0.1647,1.267,0.007936,0.004921,0.2665,0.2065,24480.9,0.5853,40.66,0.02214,27.1,6.224,0.1309,0.4016,549.49,2.38,0.0035069999285042286
2020-11-22,18430.59,0.4461,30.02,0.146,14.52,68.88,0.02881,82.95,1889.14,3.887,288.44,1887.9,68.88,3.692,90.46,5.515,0.1043,0.03388,1.076,123.41,5.008,0.739,0.05455,28.95,20070.91,28.63,9.086,5.489,1.312,0.2981,6.093,6.294,0.85,0.008316,0.3459,116.96,0.2197,0.0139,0.08534,2.588,1.625,0.07154,0.4287,32.62,0.07616,0.9694,0.01106,0.02218,17.18,0.3977,0.0003686,0.6513,1.023,13.34,8.134,2.277,2.043,2.558,0.001354,0.02672,8.017,178.37,0.008847,0.00028,0.1618,1.282,0.007818,0.00453,0.2625,0.202,24432.51,0.5831,38.69,0.0229,32.67,7.069,0.1113,0.3813,558.07,2.14,0.0033289999701082706
2020-11-23,18385.74,0.6175,31.0,0.1544,15.28,79.52,0.03167,89.14,1845.58,4.075,322.12,1855.67,72.35,4.187,94.21,5.914,0.1323,0.03523,1.171,129.55,5.455,0.743,0.06347,29.18,20022.07,28.54,13.24,5.814,1.412,0.3362,6.575,6.209,0.9175,0.007919,0.3672,125.66,0.2545,0.01606,0.0902,2.603,1.537,0.07288,0.5095,32.27,0.07553,0.9472,0.01195,0.02272,19.12,0.4392,0.0003677,0.6664,1.109,13.05,8.518,2.623,1.949,2.799,0.001363,0.0285,9.064,197.28,0.007722,0.0003046,0.1698,1.364,0.008156,0.005443,0.2824,0.2241,25239.49,0.5808,40.47,0.02588,34.15,7.889,0.1129,0.3905,608.45,2.28,0.003648000070825219
2020-11-24,19157.16,0.694,33.87,0.1673,15.66,86.74,0.03511,89.3,1827.78,4.255,347.32,1820.0,66.8,4.065,114.14,5.734,0.1961,0.03655,1.241,134.92,5.236,0.683,0.06255,29.79,20862.15,32.5,13.08,5.963,1.303,0.3581,7.271,6.054,0.9105,0.007975,0.3986,127.73,0.261,0.0161,0.09143,2.458,1.349,0.0812,0.4785,31.13,0.07805,0.8646,0.0125,0.02323,20.5,0.464,0.0005747,0.6922,1.134,12.84,9.085,2.673,1.941,3.07,0.00105,0.02912,9.042,209.39,0.007088,0.0003025,0.1925,1.344,0.008973,0.008659,0.3255,0.2153,24710.86,0.6013,48.31,0.02336,32.79,7.559,0.1111,0.4134,603.9,2.27,0.0042039998807013035
2020-11-25,18725.76,0.6308,31.29,0.1563,14.23,78.18,0.03307,81.77,1819.77,4.057,313.47,1832.41,61.8,3.678,102.34,5.31,0.1932,0.03636,1.107,128.96,4.814,0.641,0.06018,30.99,37451.52,28.71,14.01,5.911,1.211,0.3422,6.955,5.777,0.881,0.008034,0.3951,122.72,0.2566,0.0166,0.09065,2.73,1.225,0.07818,0.4155,29.31,0.07744,0.8467,0.01349,0.01964,19.7,0.4436,0.000749,0.693,1.157,14.22,8.322,2.6,1.884,2.947,0.001305,0.03034,9.719,191.38,0.005243,0.0002847,0.1906,1.318,0.008587,0.0071,0.3088,0.2457,22342.01,0.5953,42.34,0.0245,29.45,6.702,0.108,0.4185,570.69,2.27,0.0037269999738782644
2020-11-26,17175.86,0.5374,28.25,0.1413,12.57,70.16,0.02938,71.03,1827.51,3.544,271.72,1831.53,64.39,3.437,91.82,4.808,0.1676,0.0326,1.01,119.53,4.344,0.584,0.04971,29.94,20645.38,25.98,11.77,5.34,1.062,0.3014,6.171,5.404,0.8065,0.007788,0.339,106.91,0.2241,0.0146,0.07938,2.341,1.427,0.06372,0.3672,24.44,0.06711,0.7122,0.01199,0.01925,17.19,0.4084,0.0005153,0.6217,0.982,12.57,7.593,2.248,1.756,2.509,0.001151,0.02525,9.155,166.18,0.004981,0.0002601,0.1676,1.17,0.007491,0.006265,0.2691,0.1975,23359.35,0.5242,49.05,0.02009,28.17,6.033,0.1013,0.3676,518.8,1.9,0.0032500000670552254
2020-11-27,17155.0,0.5626,28.49,0.1418,12.5,69.37,0.02936,69.19,1802.99,3.589,265.73,1816.92,60.88,3.311,92.31,4.815,0.2069,0.03315,0.9984,117.03,4.121,0.637,0.04999,29.97,20620.31,26.49,12.17,5.366,1.099,0.3003,6.291,5.215,0.752,0.008613,0.334,104.52,0.2248,0.0145,0.0807,2.306,1.452,0.06391,0.3802,24.31,0.06952,0.6807,0.012,0.01878,17.13,0.4033,0.0006862,0.607,0.9642,12.75,7.607,2.252,1.774,2.606,0.001133,0.02659,8.852,162.35,0.004975,0.0003113,0.1645,1.168,0.007518,0.006002,0.2669,0.1789,23479.37,0.5195,45.34,0.02128,27.2,6.447,0.09881,0.3901,517.49,1.86,0.003275000024586916
2020-11-28,17739.9,0.6269,29.18,0.1652,13.1,75.32,0.03044,72.75,1800.6,3.64,276.39,1795.2,64.13,3.464,109.31,4.903,0.2004,0.034,1.022,121.84,4.27,0.607,0.05207,29.96,21323.36,27.37,14.57,5.447,1.154,0.313,6.439,5.269,0.7855,0.008468,0.3414,108.27,0.23,0.0154,0.08357,2.304,1.367,0.06559,0.4297,24.41,0.0694,0.6251,0.01188,0.01953,17.55,0.4153,0.0005322,0.6257,1.013,12.44,7.988,2.324,1.869,2.693,0.00118,0.02661,8.817,166.77,0.00479,0.000269,0.1746,1.208,0.00758,0.007105,0.278,0.1861,23401.0,0.5602,45.29,0.0224,38.3,6.598,0.09615,0.4045,538.23,1.89,0.0034050000831484795
2020-11-29,18199.23,0.6057,30.12,0.167,13.39,74.84,0.03069,79.02,1806.82,3.701,285.55,1795.1,68.87,3.555,108.3,5.191,0.1945,0.03369,1.014,123.79,4.568,0.652,0.0498,30.01,21875.47,28.5,13.8,5.434,1.135,0.3168,6.394,5.349,0.8285,0.00868,0.3383,110.58,0.2362,0.0152,0.08305,2.286,1.424,0.06668,0.477,25.26,0.07142,0.5789,0.01164,0.01993,17.71,0.4152,0.000546,0.6192,1.02,12.1,8.118,2.364,1.809,2.736,0.001174,0.02712,8.954,168.27,0.004732,0.000288,0.1715,1.219,0.007557,0.006758,0.2755,0.1694,24637.94,0.5553,53.01,0.0251,35.64,7.034,0.103,0.3984,575.76,1.92,0.003447999944910407
2020-11-30,19686.87,0.6649,31.48,0.1723,14.24,78.59,0.03241,87.67,1779.45,3.694,317.35,1793.32,76.11,3.766,112.92,5.377,0.2026,0.0347,1.077,130.54,4.747,0.677,0.05035,30.39,23663.62,29.77,15.01,5.574,1.19,0.3282,6.773,5.53,0.843,0.009273,0.3503,111.95,0.244,0.016,0.08775,2.382,1.573,0.07033,0.4573,26.18,0.07517,0.6111,0.01211,0.02156,18.56,0.4282,0.0007875,0.6439,1.057,12.7,8.167,2.489,1.832,2.932,0.001259,0.02736,9.174,182.93,0.005119,0.0002465,0.176,1.279,0.007979,0.007303,0.2807,0.1868,26364.71,0.5256,52.19,0.02477,33.53,7.069,0.1028,0.414,614.84,1.97,0.0035510000307112932
2020-12-01,18792.03,0.6115,30.16,0.1556,13.36,74.74,0.03036,85.16,1832.6,3.568,288.08,1821.96,74.51,3.555,104.05,5.091,0.1839,0.03421,1.06,125.79,4.751,0.679,0.04917,30.41,22588.02,29.8,13.88,5.267,1.257,0.3079,6.267,5.235,0.878,0.00853,0.3441,105.09,0.2355,0.0148,0.08696,2.189,1.928,0.06634,0.4104,24.66,0.06918,0.6495,0.01226,0.01964,17.53,0.3993,0.0005638,0.6144,0.9887,12.03,7.8,2.327,1.845,2.735,0.001299,0.02631,9.302,169.28,0.005074,0.0002931,0.1958,1.321,0.007697,0.00706,0.2657,0.1686,25669.5,0.5076,54.31,0.02317,31.27,6.817,0.09753,0.4236,587.32,1.98,0.003335000015795231
2020-12-02,19226.19,0.631,30.3,0.1587,13.98,76.69,0.03125,89.04,1826.53,3.745,294.55,1837.0,86.75,3.946,105.47,5.465,0.1854,0.03761,1.178,128.01,5.276,0.797,0.05257,30.57,23109.88,30.45,14.05,5.516,1.472,0.342,6.246,5.393,0.9825,0.008424,0.3807,113.88,0.2424,0.01649,0.09242,2.274,2.188,0.06672,0.497,26.28,0.0676,0.6377,0.01294,0.02118,18.04,0.4271,0.000769,0.6324,1.026,12.18,7.918,2.391,1.841,2.776,0.001229,0.02922,11.59,171.32,0.004807,0.000359,0.2028,1.333,0.008071,0.0075,0.2724,0.173,30288.28,0.5143,61.91,0.02373,31.74,7.043,0.09517,0.4468,598.35,2.12,0.0033740000799298286
2020-12-03,19448.44,0.6311,30.73,0.1642,13.99,75.75,0.0317,89.08,1859.08,3.82,292.5,1840.08,91.7,3.889,107.69,5.407,0.1844,0.03912,1.154,133.44,5.247,0.834,0.05472,30.48,23377.02,30.67,13.87,5.503,1.448,0.3408,6.58,5.245,1.014,0.008101,0.3717,131.77,0.244,0.0173,0.09202,2.275,2.131,0.06612,0.5101,28.39,0.08817,0.6813,0.01298,0.02127,18.87,0.4307,0.0007779,0.6646,1.014,12.8,7.928,2.406,1.827,2.875,0.001194,0.02917,13.07,170.99,0.004668,0.0003083,0.1966,1.287,0.007824,0.007134,0.2736,0.1737,29632.4,0.5337,59.1,0.02457,31.31,7.377,0.0988,0.4407,616.71,2.1,0.0034280000254511833
2020-12-04,18665.0,0.554,29.02,0.1479,12.7,69.08,0.02955,79.68,1833.28,3.535,279.79,1841.11,81.04,3.523,98.92,5.025,0.1615,0.03546,1.102,126.79,4.969,0.687,0.04964,29.04,22435.33,28.89,11.55,5.061,1.577,0.3261,5.976,5.071,0.9325,0.007402,0.3426,127.15,0.2297,0.0157,0.08631,2.098,1.901,0.0632,0.4332,25.16,0.09877,0.6409,0.01222,0.01811,17.31,0.3925,0.0007466,0.6681,0.9301,12.11,7.401,2.28,1.757,2.609,0.001165,0.02594,12.11,177.34,0.004666,0.0002838,0.1782,1.276,0.007062,0.006455,0.2593,0.1684,26497.16,0.526,50.73,0.02218,29.99,7.249,0.08959,0.3974,569.35,1.86,0.00329799996688962
2020-12-05,19156.84,0.5856,29.75,0.16,13.18,71.72,0.03057,83.17,1847.29,3.644,289.65,1842.81,92.8,3.684,103.16,5.188,0.1718,0.03642,1.112,133.54,5.256,0.744,0.05308,29.88,23026.52,28.71,12.48,5.264,1.693,0.3434,6.204,5.136,1.013,0.0074296363636363,0.3746,143.47,0.2361,0.01749,0.09202,2.343,2.322,0.06401,0.4741,26.32,0.1021,0.6574,0.01249,0.01988,17.97,0.4084,0.0007663,0.7392,0.9748,12.31,7.824,2.323,1.793,2.722,0.001136,0.02739,13.91,182.18,0.004789,0.0002388,0.1871,1.316,0.007553,0.006792,0.2686,0.1987,29386.41,0.5285,55.82,0.02347,31.37,8.117,0.09559,0.4207,596.6,1.98,0.0033970000222325325
2020-12-06,19378.94,0.6218,29.51,0.1588,13.51,74.42,0.03095,83.68,1843.52,3.603,286.61,1838.41,87.92,3.649,102.34,5.135,0.1759,0.03637,1.034,134.68,5.157,0.7,0.05179,29.33,23293.49,29.12,12.32,5.216,1.59,0.3368,6.178,5.083,0.9805,0.0074572727272727,0.3571,137.0,0.2371,0.0172,0.08967,2.287,2.185,0.06405,0.4792,26.08,0.09634,0.6359,0.01255,0.01909,17.92,0.4001,0.0007752,0.7015,0.9764,11.96,7.925,2.325,1.795,2.637,0.001079,0.02674,13.72,178.98,0.004651,0.0002409,0.1828,1.324,0.00734,0.006991,0.2634,0.1942,28752.09,0.5263,52.44,0.02289,31.16,8.433,0.09748,0.4149,601.91,1.85,0.003387999953702092
2020-12-07,19181.41,0.6083,29.39,0.1541,13.07,75.36,0.03032,83.47,1869.89,3.389,283.88,1865.72,90.63,3.759,101.76,5.059,0.1681,0.03823,1.012,138.76,5.2,0.71,0.05306,30.5,23056.05,29.32,11.91,5.097,1.732,0.3312,6.152,5.326,0.96,0.007484909090909,0.3507,149.87,0.2356,0.0182,0.08835,2.263,2.405,0.06438,0.5643,25.78,0.0911,0.598,0.01278,0.02023,17.46,0.4044,0.0005754,0.6832,0.9535,11.84,7.803,2.276,1.78,2.615,0.001077,0.02781,13.16,179.73,0.006138,0.0002366,0.181,1.391,0.007199,0.006815,0.2603,0.1728,28493.72,0.5703,53.55,0.02298,30.47,8.954,0.1118,0.417,591.84,1.83,0.0033420000690966845
2020-12-08,18323.52,0.5589,27.67,0.1411,12.14,69.39,0.02787,76.74,1872.41,3.115,267.71,1872.6,80.18,3.296,94.93,4.734,0.1526,0.03584,0.9327,135.83,4.671,0.606,0.04756,29.96,18543.4,30.39,10.34,4.739,1.831,0.301,5.77,5.242,0.8335,0.0075125454545454,0.3473,155.7,0.2201,0.0163,0.0843,2.065,2.124,0.06081,0.5726,23.23,0.08544,0.6092,0.01227,0.01775,16.46,0.379,0.0005497,0.749,0.8928,11.46,7.315,2.153,1.675,2.407,0.001284,0.02547,12.51,173.32,0.00568,0.0003329,0.1784,1.408,0.006697,0.006074,0.2413,0.1732,25477.3,0.5785,46.36,0.02071,28.43,7.784,0.1,0.3863,554.83,1.67,0.0031789999920874834
2020-12-09,18549.92,0.5832,28.16,0.1482,12.63,69.38,0.02873,77.45,1849.43,3.253,268.97,1852.11,82.7,3.356,95.59,4.876,0.1722,0.03654,0.9961,132.61,4.858,0.632,0.04863,30.51,18772.52,32.0,10.62,4.804,2.196,0.3057,6.078,5.25,0.897,0.0075401818181818,0.3439,164.69,0.2202,0.0168,0.08386,2.198,2.216,0.06058,0.6287,23.37,0.08774,0.6577,0.01244,0.01984,16.9,0.3815,0.0005565,0.7254,0.8961,11.6,7.533,2.173,1.68,2.494,0.001546,0.02782,13.99,170.53,0.005008,0.0003441,0.1738,1.414,0.007036,0.006103,0.2599,0.1829,25629.7,0.5554,49.06,0.02165,28.45,8.552,0.09479,0.3875,573.48,1.66,0.0031580000650137663
2020-12-10,18250.47,0.572,27.67,0.1419,11.9,65.83,0.02816,74.7,1846.95,3.144,265.73,1847.2,76.38,3.24,92.86,4.802,0.1607,0.03583,0.9559,133.72,4.628,0.597,0.04955,30.59,15418.0,33.41,10.08,4.663,2.057,0.2937,5.913,5.212,0.88,0.0075678181818181,0.3421,149.21,0.2088,0.016,0.08178,2.165,2.158,0.05932,0.5639,23.43,0.0804,0.66,0.01205,0.01893,16.25,0.3699,0.0005475,0.6862,0.8636,11.52,7.212,2.106,1.641,2.428,0.00137,0.02738,13.76,166.55,0.004745,0.000335,0.1668,1.474,0.006784,0.006948,0.2663,0.1548,23892.37,0.565,47.03,0.02105,26.89,8.127,0.09728,0.369,559.68,1.57,0.0031049998942762613
