time,BTC,XRP,BNB,ADA,LINK,ZEC,TRX,LTC,PAXG,AVAX,BCH,XAUT,AAVE,UNI,DASH,DOT,XLM,HBAR,NEAR,XMR,SNX,CRV,FET,FIL,BTCB,MLN,ZEN,ATOM,INJ,ALGO,ETC,OKB,RUNE,XDC,STORJ,COMP,BAT,VET,MANA,AR,SUSHI,CRO,AXS,TRB,OM,DEGO,CHZ,RSR,NEO,ZRX,VRA,THETA,KNC,QNT,UMA,XTZ,CELO,QTUM,CLO,CHR,EGLD,BSV,ACH,XYO,STEEM,LPT,IOTX,XVG,BEAM,KDA,YFI,CTC,KSM,ARPA,NMR,WAVES,PRO,ARK,ETH,SOL,DOGE
2023-11-29,37861.9,0.6092,227.32,0.3816,14.52,29.05,0.1035,70.01,2017.98,21.11,223.25,2043.9,96.42,6.013,30.02,5.161,0.1186,0.06018,1.798,166.14,3.352,0.5495,0.5226,4.435,30100.21,15.1,9.81,9.224,16.75,0.1342,18.72,55.81,6.373,0.04879,0.7257,51.26,0.2291,0.02179,0.4402,7.735,1.198,0.09107,6.491,77.64,0.02273,1.686,0.07391,0.003029,10.84,0.3962,0.007406,0.9628,0.7083,98.14,1.939,0.826,0.535,3.04,0.00074,0.1368,43.5,46.42,0.01988,0.005902,0.2541,6.291,0.02568,0.003508,0.05036,0.599,8291.54,0.2211,24.16,0.0493,15.56,2.064,0.3252,1.066,2029.93,59.25,0.08059299737215042
2023-11-30,37729.58,0.6063,227.62,0.376,14.41,29.52,0.1035,69.44,2020.76,21.39,221.52,2036.5,98.29,5.954,30.18,5.472,0.1183,0.0603,1.88,169.93,3.307,0.5586,0.5284,4.38,29995.02,15.16,10.05,9.25,18.44,0.1338,18.62,56.29,6.47,0.04851,0.7332,50.61,0.2237,0.02138,0.432,7.863,1.277,0.0888,6.37,78.39,0.0234,1.727,0.073,0.003018,11.14,0.3828,0.007432,1.01,0.7193,100.11,1.931,0.8338,0.534,3.027,0.00074,0.1356,43.49,46.41,0.0199,0.006863,0.2503,6.38,0.02514,0.003446,0.05131,0.5988,8251.07,0.212,25.88,0.0499,15.58,2.086,0.3474,1.065,2052.56,59.24,0.08341699838638306
2023-12-01,38699.84,0.6129,228.52,0.3843,15.0,29.81,0.1031,71.62,2047.26,21.86,225.27,2074.4,100.16,6.017,30.7,5.476,0.1198,0.06091,1.892,171.83,3.426,0.5718,0.5545,4.505,30766.37,15.36,10.16,9.47,17.99,0.1394,18.98,57.66,6.455,0.04783,0.7442,51.48,0.2269,0.02256,0.4395,8.425,1.237,0.09191,6.508,79.07,0.02318,1.728,0.07448,0.002709,11.21,0.4028,0.007841,0.9998,0.7214,100.18,1.939,0.8428,0.548,3.064,0.00074,0.1358,45.41,47.68,0.02037,0.00711,0.2548,6.349,0.02523,0.003451,0.0511010843373493,0.6018,8475.85,0.2163,25.59,0.05054,15.34,2.14,0.3301,1.069,2087.14,59.8,0.08385699987411499
2023-12-02,39469.35,0.621,229.12,0.3979,16.0,31.44,0.1033,72.23,2041.35,22.26,228.31,2071.6,104.26,6.173,31.89,5.565,0.1216,0.06258,2.009,172.76,3.647,0.6094,0.5587,4.665,31378.13,15.81,10.48,9.639,17.82,0.148,19.59,58.49,7.081,0.04872,0.7542,52.24,0.2361,0.02293,0.458,8.202,1.268,0.09298,6.66,82.09,0.02447,1.728,0.0765,0.003158,11.75,0.4141,0.008026,1.092,0.7314,101.63,1.969,0.8706,0.562,3.135,0.00074,0.1388,46.51,48.51,0.02101,0.006778,0.261,6.65,0.02695,0.003602,0.0508921686746988,0.6098,8686.58,0.212,26.01,0.0515,15.79,2.194,0.3507,1.131,2165.7,63.83,0.08627899736166
2023-12-03,39980.93,0.6233,228.05,0.395,15.71,30.85,0.1031,72.32,2068.61,21.94,230.12,2117.4,102.72,6.058,31.53,5.543,0.122,0.06235,1.982,172.44,3.815,0.6023,0.5579,4.573,31784.84,15.61,10.39,9.543,17.44,0.1514,19.83,58.25,6.973,0.05044,0.7509,51.18,0.2335,0.02263,0.4502,8.036,1.315,0.09239,6.75,81.29,0.02413,1.701,0.0774,0.003198,12.21,0.4042,0.00792,1.084,0.7203,100.82,1.946,0.8531,0.553,3.128,0.00074,0.1372,49.54,50.26,0.021,0.006588,0.2604,6.489,0.02657,0.003535,0.0506832530120481,0.6053,8710.85,0.2099,25.63,0.051,15.74,2.17,0.376,1.112,2193.69,63.04,0.08561500161886215
2023-12-04,41984.41,0.6244,233.43,0.4068,15.81,31.69,0.1038,72.9,2017.64,22.67,252.3,2033.72,99.98,6.105,32.4,5.632,0.1222,0.0639,2.149,170.67,3.739,0.6055,0.5425,4.729,33377.61,16.09,11.45,9.775,16.86,0.1534,19.98,58.9,6.718,0.05004,0.749,51.07,0.2467,0.0241,0.4517,8.254,1.41,0.09482,6.758,79.05,0.02423,1.713,0.07832,0.002939,12.07,0.4144,0.008316,1.116,0.7265,101.41,2.014,0.877,0.582,3.153,0.00074,0.1525,52.19,52.4,0.02279,0.006138,0.2595,6.869,0.04033,0.003734,0.0504743373493975,0.6592,8713.27,0.2108,26.37,0.05101,15.76,2.189,0.3756,1.106,2243.22,61.53,0.0919400006532669
2023-12-05,44089.06,0.6211,231.25,0.4259,15.73,31.76,0.1036,74.35,2009.58,24.55,251.1,2019.9,98.67,6.254,32.58,5.907,0.1225,0.06617,2.256,171.07,4.053,0.6311,0.5325,4.784,35050.8,16.13,11.16,9.888,17.2,0.1538,20.24,58.07,6.556,0.05129,0.8009,52.49,0.2451,0.02482,0.4698,8.39,1.365,0.09667,7.048,78.54,0.02454,1.738,0.0795,0.003086,12.18,0.4174,0.008751,1.108,0.742,108.01,2.067,0.8949,0.587,3.205,0.00074,0.1487,50.4,52.73,0.02233,0.005838,0.2592,6.638,0.03886,0.003809,0.0502654216867469,0.7504,8586.6,0.2072,26.37,0.0531,16.24,2.245,0.4581,1.06,2293.84,60.99,0.0942469984292984
2023-12-06,43771.01,0.6403,229.49,0.4428,15.27,31.18,0.1048,72.43,2003.23,26.2,244.52,2029.66,96.29,6.0,32.0,6.044,0.1255,0.06867,2.287,170.71,3.656,0.6034,0.5046,4.739,34797.95,16.05,10.91,9.747,16.98,0.1529,20.28,56.81,6.371,0.05194,0.7258,50.65,0.2374,0.02533,0.4731,7.874,1.298,0.09378,6.93,73.73,0.02501,1.904,0.08123,0.003064,11.83,0.4087,0.00824,1.045,0.7293,110.86,1.996,0.8801,0.571,3.197,0.00074,0.1492,48.51,52.31,0.02377,0.006383,0.2539,6.559,0.03694,0.003786,0.0500565060240963,0.7073,8455.3,0.1978,26.58,0.05139,15.86,2.261,0.4135,1.034,2231.66,61.9,0.09486400336027145
2023-12-07,43285.02,0.6434,232.7,0.4558,15.7,32.03,0.1043,74.04,2016.77,26.28,247.01,2027.9,98.67,6.293,33.28,6.243,0.1262,0.06927,2.267,172.84,3.744,0.6475,0.5267,5.034,34411.59,16.07,11.24,9.903,18.27,0.1642,21.99,56.88,6.523,0.05062,0.7184,52.83,0.2441,0.02526,0.5029,8.441,1.318,0.09463,7.33,75.87,0.02522,1.821,0.08818,0.00303,12.13,0.4142,0.008269,1.065,0.7536,109.79,2.088,0.9091,0.598,3.307,0.00074,0.1491,50.0,51.64,0.02279,0.006343,0.2616,6.861,0.0347,0.003873,0.0498475903614457,0.6965,8502.31,0.2017,28.25,0.05349,16.11,2.304,0.4531,1.051,2357.58,67.84,0.09591999650001526
2023-12-08,44186.18,0.6725,238.96,0.5457,16.92,33.41,0.1067,78.53,2008.93,30.45,253.65,2005.61,99.47,6.513,34.69,6.841,0.1324,0.07421,2.378,174.09,3.854,0.6896,0.5382,5.223,35128.01,16.87,11.45,10.41,19.28,0.1844,22.26,57.49,6.493,0.05145,0.7275,55.47,0.254,0.02693,0.5202,8.705,1.323,0.09868,7.68,89.74,0.02548,1.873,0.09155,0.003093,12.65,0.4294,0.008436,1.163,0.7757,114.84,2.102,0.945,0.616,3.442,0.00074,0.1532,52.37,53.91,0.02291,0.006308,0.2717,7.01,0.03515,0.003978,0.0496386746987951,0.718,9187.84,0.2103,30.11,0.0554,16.52,2.459,0.4377,1.066,2358.73,75.0,0.10147000104188919
2023-12-09,43723.0,0.6586,237.77,0.5791,16.2,33.45,0.1067,76.34,1994.31,31.91,252.74,2004.26,98.66,6.842,34.84,7.107,0.1337,0.07447,2.422,175.15,3.882,0.6728,0.5129,5.129,34759.79,17.33,11.32,10.47,18.63,0.1996,22.06,57.36,6.134,0.05242,0.7144,54.82,0.2539,0.02717,0.5342,8.176,1.301,0.1103,7.632,95.01,0.02622,1.877,0.09039,0.003061,12.75,0.4312,0.008375,1.166,0.7703,115.19,2.085,0.9742,0.607,3.475,0.00074,0.1535,60.4,51.72,0.02181,0.006208,0.2716,6.72,0.03411,0.00391,0.0494297590361445,0.7192,9021.17,0.2107,31.33,0.0535,16.14,2.469,0.4372,1.052,2341.18,72.26,0.0985419973731041
2023-12-10,43791.67,0.6616,239.85,0.5948,16.37,33.57,0.1078,77.17,1983.17,37.15,251.18,2008.1,97.92,6.603,34.84,7.349,0.1333,0.07516,2.518,176.09,4.392,0.7193,0.5282,5.15,34814.38,17.31,11.5,10.69,21.27,0.2016,21.97,60.34,6.594,0.05143,0.7167,55.74,0.2537,0.0278,0.5326,8.335,1.348,0.106,7.841,92.64,0.02635,1.874,0.09036,0.003065,12.99,0.4205,0.008371,1.14,0.767,114.85,2.127,0.9621,0.616,3.431,0.00074,0.1597,64.66,53.03,0.02222,0.006355,0.2766,6.88,0.03487,0.003951,0.0492208433734939,0.7296,9288.15,0.2159,32.15,0.05399,16.0,2.479,0.4099,1.058,2352.46,74.71,0.10180100053548813
2023-12-11,41235.58,0.6187,246.3,0.5506,14.77,30.4,0.1039,72.66,1969.79,38.02,230.44,1986.0,91.61,6.103,32.35,6.705,0.1234,0.07097,2.24,171.91,4.536,0.6551,0.4918,4.614,32782.29,17.3,10.14,9.86,24.05,0.2027,20.17,58.35,5.866,0.04846,0.6611,50.49,0.2327,0.02713,0.4895,7.678,1.208,0.09867,7.091,104.05,0.02491,1.716,0.08298,0.002886,11.76,0.38,0.00716,1.043,0.7018,111.94,2.201,0.873,0.558,3.115,0.00074,0.1468,63.75,48.99,0.02019,0.005559,0.2542,6.2,0.03221,0.003609,0.0490119277108433,0.6705,8445.84,0.2016,29.4,0.04961,14.97,2.231,0.3666,0.9536,2224.58,70.37,0.09438399970531464
2023-12-12,41472.94,0.6189,254.44,0.5783,14.51,30.98,0.1037,72.34,1964.16,37.49,231.85,1981.16,92.57,6.228,32.94,7.129,0.1231,0.07551,2.303,170.83,4.23,0.6461,0.6032,4.644,32970.99,17.12,10.43,11.73,25.61,0.1979,20.29,58.73,5.716,0.04897,0.7095,50.91,0.2377,0.02926,0.4949,8.231,1.206,0.1011,7.201,109.86,0.02467,1.741,0.0839,0.002903,12.14,0.3725,0.007275,1.058,0.7049,110.68,2.125,0.9302,0.56,3.135,0.00074,0.1686,61.96,48.61,0.02017,0.005479,0.2528,6.35,0.03152,0.00368,0.0488030120481927,0.7146,8450.39,0.5935,29.04,0.04969,15.25,2.24,0.5005,0.9282,2202.04,68.54,0.0938350036740303
2023-12-13,42887.55,0.6276,252.14,0.6674,14.77,30.68,0.1043,73.17,2001.17,38.96,235.33,2032.5,94.79,6.297,33.28,7.603,0.1249,0.07691,2.327,169.11,4.375,0.6416,0.6278,4.722,34095.6,16.96,10.39,11.66,29.3,0.2008,20.75,59.61,5.845,0.04807,0.7838,50.89,0.241,0.03109,0.5025,8.516,1.208,0.1031,7.27,123.6,0.02487,1.748,0.08502,0.003002,12.85,0.3819,0.007433,1.112,0.7055,114.87,2.169,0.9186,0.565,3.183,0.00074,0.1757,62.54,49.66,0.02047,0.005912,0.2548,6.369,0.03125,0.003744,0.0485940963855421,0.7325,8573.26,0.6043,29.8,0.04983,15.25,2.268,0.6601,0.9521,2260.65,70.77,0.09642799943685532
2023-12-14,43030.6,0.6318,253.32,0.6436,15.36,30.6,0.1061,72.94,2014.46,39.3,237.33,2038.7,107.22,6.362,34.02,7.508,0.1275,0.08351,2.322,168.08,4.324,0.6478,0.705,4.865,34209.33,16.81,10.41,11.53,30.65,0.2162,20.87,59.21,5.896,0.04946,0.8661,52.05,0.2457,0.03081,0.5137,9.635,1.19,0.102,7.429,124.72,0.02548,1.901,0.0864,0.003012,13.08,0.3908,0.007406,1.117,0.7261,114.3,2.176,0.9786,0.599,3.241,0.00074,0.1746,61.22,50.04,0.0215,0.006138,0.2573,6.71,0.03417,0.003741,0.0483851807228915,0.7066,8528.15,0.5856,30.02,0.0515,15.38,2.321,0.5998,0.9828,2316.58,75.62,0.09825500100851059
2023-12-15,41939.16,0.6154,244.88,0.6005,14.28,29.48,0.1015,70.93,2001.26,39.73,227.13,2020.5,108.18,6.038,31.93,6.947,0.1229,0.08015,2.188,168.18,4.014,0.6333,0.6685,4.805,33341.63,15.62,9.68,10.89,29.75,0.1962,19.94,57.68,5.707,0.05123,0.9501,50.57,0.2328,0.02884,0.4842,10.01,1.13,0.0979,7.002,122.94,0.02398,1.798,0.08234,0.002936,13.0,0.3729,0.006962,1.044,0.6922,109.86,2.06,0.9152,0.566,3.104,0.00074,0.1639,57.82,48.52,0.02071,0.00582,0.2531,6.791,0.03846,0.003544,0.0481762650602409,0.6685,8147.03,0.5456,28.14,0.0499,15.9,2.2,0.5771,0.9642,2219.34,72.37,0.0930040031671524
2023-12-16,42243.26,0.62,244.21,0.6076,14.31,29.94,0.1028,72.15,1996.17,42.17,229.66,2020.5,104.69,6.159,32.83,7.09,0.1247,0.08,2.388,168.76,4.055,0.6367,0.6463,5.689,33583.39,15.95,9.9,12.04,29.57,0.198,20.71,57.7,5.614,0.05063,0.9229,53.36,0.2372,0.02985,0.5026,10.76,1.188,0.1011,7.232,109.8,0.02428,1.806,0.08313,0.002957,13.09,0.3859,0.007004,1.089,0.7015,112.49,2.191,0.9429,0.599,3.18,0.00074,0.1622,60.93,49.38,0.02149,0.00619,0.2577,7.618,0.04285,0.003625,0.0479673493975903,0.8014,8618.02,0.5272,31.22,0.051,16.61,2.31,0.5687,0.9953,2226.93,73.47,0.09705600142478943
2023-12-17,41349.42,0.6098,238.83,0.5799,14.01,29.72,0.102,71.14,1990.97,40.55,225.76,2012.89,100.01,6.061,31.83,6.782,0.1221,0.07855,2.265,167.88,3.767,0.6577,0.6379,5.275,32872.79,15.89,9.79,11.1,30.63,0.1904,19.96,55.41,5.504,0.04792,1.058,50.66,0.236,0.02909,0.4816,9.382,1.163,0.09831,6.953,110.8,0.02392,1.767,0.08091,0.002894,12.82,0.3721,0.006767,1.047,0.6836,108.63,2.152,0.9099,0.647,3.119,0.00074,0.1563,61.1,48.63,0.02044,0.005911,0.2511,8.32,0.03969,0.003436,0.0477584337349397,0.7207,8221.25,0.4701,29.33,0.0508,16.52,2.42,0.5357,0.9465,2196.48,71.0,0.09309700131416321
2023-12-18,42650.27,0.6124,241.66,0.6023,14.67,28.93,0.101,70.85,2009.68,41.15,228.1,2025.46,99.29,5.941,31.48,6.881,0.1212,0.07969,2.289,173.8,3.704,0.6187,0.7085,5.301,33906.96,15.87,9.4,10.9,36.84,0.1955,19.92,54.68,5.506,0.04737,1.043,50.54,0.2311,0.03194,0.4756,9.301,1.128,0.09835,6.942,114.75,0.02396,1.757,0.07956,0.002986,12.52,0.3683,0.006775,1.021,0.669,109.48,2.131,0.8925,0.631,3.084,0.00074,0.1581,59.64,48.49,0.01989,0.005761,0.2458,7.281,0.04872,0.003409,0.0475495180722891,0.7191,8234.18,0.4478,29.47,0.04931,16.04,2.343,0.5467,0.9602,2217.27,74.35,0.09203600138425827
2023-12-19,42268.08,0.6045,252.81,0.5761,14.1,27.89,0.1006,70.69,2024.62,39.75,225.19,2040.28,101.34,5.83,30.5,6.704,0.1195,0.08145,2.436,171.31,3.599,0.579,0.7082,5.107,33603.12,16.15,9.09,10.42,36.42,0.1924,19.65,54.95,5.129,0.04768,1.049,49.77,0.2251,0.03292,0.4753,8.754,1.11,0.09644,6.891,137.95,0.0246,1.781,0.0789,0.002959,12.56,0.3674,0.006634,1.021,0.6706,106.72,2.198,0.8639,0.606,3.047,0.00074,0.1542,57.96,48.06,0.01979,0.005758,0.2432,7.8,0.04863,0.003301,0.0473406024096385,0.7033,8286.34,0.4945,28.78,0.0491,15.95,2.374,0.5485,0.935,2177.87,72.99,0.09029699862003326
2023-12-20,43669.91,0.617,260.4,0.5897,14.25,29.15,0.1027,69.8,2010.62,43.47,229.54,2034.4,100.07,5.93,31.17,6.949,0.122,0.08699,2.841,174.85,3.722,0.5811,0.7362,5.325,34717.58,16.55,9.77,10.67,42.63,0.1981,20.17,55.18,5.469,0.04813,1.023,50.28,0.2362,0.03473,0.5015,9.402,1.114,0.09705,7.285,128.58,0.02775,1.887,0.0831,0.00262,13.43,0.3803,0.006611,1.085,0.7058,108.92,2.194,0.8829,0.622,3.149,0.00074,0.1584,63.21,49.35,0.02065,0.005739,0.2515,9.409,0.06057,0.003514,0.0471316867469879,0.7297,8322.48,0.5083,29.6,0.0505,16.73,2.582,0.6155,0.9533,2201.91,82.19,0.09141699969768524
2023-12-21,43875.01,0.6241,272.16,0.6352,15.3,29.96,0.1047,70.93,2029.22,45.98,233.09,2055.6,101.68,6.182,32.17,8.429,0.1246,0.09132,3.542,173.22,3.816,0.5975,0.7645,5.499,34880.63,17.29,10.09,11.4,40.35,0.2236,20.64,55.21,5.404,0.04819,1.031,52.07,0.2447,0.0349,0.5216,10.63,1.183,0.09898,7.601,159.85,0.03651,2.026,0.08462,0.003071,14.54,0.3748,0.006774,1.163,0.7076,108.48,2.17,0.9291,0.634,3.313,0.00074,0.1647,62.03,49.62,0.02118,0.005819,0.2567,9.281,0.05554,0.003564,0.0471316867469879,0.7938,8390.27,0.5103,34.49,0.0529,16.81,2.606,0.6122,0.9745,2239.54,93.85,0.09500399976968765
2023-12-22,44008.04,0.6249,271.31,0.6232,15.49,30.41,0.1053,73.67,2027.91,45.38,238.42,2054.1,100.13,6.399,33.16,7.961,0.1266,0.09083,3.361,176.96,4.224,0.6164,0.7211,5.533,34986.39,17.6,10.25,11.4,38.61,0.24,21.91,55.28,5.34,0.04789,0.9276,53.59,0.2507,0.03602,0.5277,10.16,1.209,0.1028,7.631,169.77,0.03467,2.093,0.08728,0.003081,14.1,0.3704,0.007273,1.161,0.7118,117.24,2.214,0.9904,0.699,3.326,0.00074,0.1653,62.04,50.96,0.02154,0.005862,0.2573,8.919,0.05463,0.003707,0.0471316867469879,0.8181,8510.57,0.4867,33.4,0.05371,17.19,2.643,0.618,0.9743,2326.52,98.0,0.09519799798727036
2023-12-23,43732.75,0.6199,271.14,0.6132,15.69,30.34,0.1068,72.51,2025.96,48.05,232.94,2051.94,99.46,6.345,33.39,8.332,0.1267,0.09118,3.901,178.52,4.038,0.6187,0.7361,5.641,34767.54,18.71,10.1,11.34,42.2,0.2353,21.47,55.5,5.586,0.04784,0.8944,54.92,0.2541,0.03551,0.5147,10.26,1.22,0.1013,7.689,172.29,0.04457,2.148,0.0859,0.003061,14.24,0.3679,0.007025,1.145,0.7192,114.5,2.216,0.9877,0.718,3.309,0.00074,0.1676,65.52,50.42,0.02228,0.00586,0.2552,8.952,0.05321,0.003732,0.0471316867469879,0.851,8435.37,0.4832,40.78,0.0545,17.02,2.724,0.5727,1.048,2309.05,107.59,0.09356199949979782
2023-12-24,43023.12,0.6127,264.72,0.5923,15.28,30.15,0.1063,71.17,2029.08,47.71,229.05,2054.4,99.7,6.845,34.45,8.618,0.1261,0.09035,3.797,171.45,4.084,0.6178,0.7103,5.642,34203.38,18.32,10.12,11.24,40.58,0.2309,20.85,54.68,6.04,0.04761,0.8158,56.95,0.2518,0.03457,0.5408,10.82,1.206,0.09789,9.134,181.94,0.03964,2.655,0.0865,0.003442,13.66,0.3584,0.00691,1.269,0.7081,133.89,2.218,0.9819,0.704,3.205,0.00074,0.1719,72.76,49.0,0.0225,0.007151,0.2515,9.06,0.04987,0.003712,0.0471316867469879,1.247,8309.97,0.4638,51.6,0.0547,17.27,2.711,0.5559,0.99,2265.69,112.49,0.09189499914646149
2023-12-25,43593.79,0.6463,266.92,0.6243,15.59,31.26,0.1059,72.24,2029.73,48.21,234.86,2058.6,102.83,6.971,35.34,9.195,0.131,0.09237,4.251,174.46,4.054,0.6458,0.7401,5.789,34657.06,19.33,10.84,11.9,43.35,0.2382,21.45,54.36,5.853,0.04826,0.8187,57.91,0.2639,0.03814,0.561,10.57,1.25,0.1003,10.22,182.45,0.0418,3.998,0.09018,0.003488,14.54,0.3682,0.00705,1.411,0.732,136.99,2.288,1.042,0.72,3.39,0.00074,0.1754,72.87,51.0,0.02285,0.006831,0.2569,9.25,0.05216,0.003792,0.0471316867469879,1.39,8514.09,0.4717,58.56,0.05749,17.99,2.869,0.5697,1.015,2272.56,121.15,0.0944489985704422
2023-12-26,42517.32,0.6221,297.79,0.6088,15.09,30.4,0.1031,73.25,2032.98,44.43,229.26,2069.2,102.86,7.352,36.2,8.82,0.1261,0.09005,4.307,174.11,3.858,0.634,0.7669,5.76,33801.27,21.97,11.11,11.63,38.8,0.235,20.83,54.51,5.439,0.04855,0.7919,62.96,0.2631,0.03733,0.5592,10.46,1.261,0.09699,9.878,186.61,0.04462,4.462,0.088,0.003827,13.77,0.3582,0.007377,1.412,0.7485,144.37,2.405,1.048,0.754,3.366,0.00074,0.174,71.26,49.79,0.02295,0.00692,0.2525,8.589,0.05436,0.003911,0.0471316867469879,1.283,8162.63,0.4643,56.13,0.0637,17.35,2.811,0.529,0.9715,2231.47,112.68,0.09135600179433823
2023-12-27,43469.34,0.6347,324.41,0.6338,16.72,31.81,0.1054,76.03,2049.06,42.42,264.34,2080.1,112.05,7.242,38.5,8.702,0.1308,0.09241,4.085,175.62,4.158,0.6722,0.7386,5.926,34558.13,23.42,11.29,11.97,39.27,0.2289,22.73,55.55,5.651,0.05762,0.7675,63.95,0.2671,0.03684,0.5552,10.46,1.245,0.1001,9.764,187.25,0.0438,3.547,0.09455,0.003912,14.36,0.3621,0.007604,1.351,0.7524,139.37,2.364,1.113,0.838,3.622,0.00074,0.1779,70.75,76.51,0.0233,0.00674,0.2571,8.57,0.0525,0.003948,0.0471316867469879,1.43,8405.77,0.5238,53.95,0.0605,18.18,2.948,0.5848,0.9776,2378.74,107.02,0.09357900172472
2023-12-28,42588.94,0.635,322.78,0.6162,16.02,31.89,0.1057,76.54,2048.0,39.83,261.72,2070.6,118.88,7.821,36.94,8.436,0.1322,0.08955,3.761,174.7,4.049,0.7026,0.6847,6.258,33858.21,21.51,10.96,11.41,35.55,0.2341,22.47,55.63,5.558,0.0544,0.7249,62.03,0.2536,0.03552,0.5298,9.715,1.31,0.09977,9.102,217.11,0.04386,2.836,0.0902,0.002981,13.65,0.3725,0.007264,1.335,0.7315,135.7,2.286,1.054,0.866,3.51,0.00074,0.175,69.61,91.69,0.02179,0.006309,0.251,8.571,0.04999,0.003949,0.0471316867469879,1.195,8315.94,0.5047,49.66,0.05638,17.14,2.912,0.6161,0.9643,2347.57,102.1,0.09188400208950043
2023-12-29,42073.59,0.623,313.78,0.6084,15.54,28.76,0.1057,73.23,2032.68,40.18,254.13,2064.1,112.48,7.566,33.03,8.295,0.1297,0.08916,3.62,166.53,3.889,0.6281,0.6871,5.808,33448.5,20.35,9.65,10.99,35.84,0.2265,22.5,54.99,5.328,0.05424,0.7099,59.92,0.2468,0.03517,0.5148,9.715,1.277,0.09917,9.089,244.11,0.05128,3.275,0.08814,0.003366,13.84,0.3665,0.007168,1.28,0.7228,133.98,2.2,1.029,0.822,3.367,0.00074,0.1856,71.52,95.84,0.02168,0.006691,0.2491,8.2,0.0491,0.003747,0.0471316867469879,1.259,8225.76,0.5634,48.71,0.05562,18.58,2.788,0.5763,0.9353,2300.69,106.31,0.09103800356388092
2023-12-30,42146.03,0.6208,317.11,0.601,15.17,28.66,0.106,73.24,2026.38,39.35,270.72,2063.4,111.01,7.361,32.88,8.354,0.1324,0.08698,3.673,165.89,3.853,0.6225,0.6898,6.007,32030.98,21.27,9.53,10.76,37.34,0.2211,22.26,54.66,5.247,0.05664,0.7305,58.28,0.2459,0.03563,0.5153,9.702,1.381,0.09855,9.061,262.48,0.05362,2.984,0.08803,0.003372,13.48,0.3658,0.007018,1.257,0.71,147.78,2.259,1.02,0.79,3.532,0.00074,0.1862,68.56,93.27,0.02144,0.006477,0.2484,8.327,0.05093,0.003665,0.0471316867469879,1.22,8192.36,0.7043,47.76,0.0555,20.01,2.743,0.6,0.9382,2292.07,101.85,0.09014800190925598
2023-12-31,42280.14,0.6153,311.86,0.5938,14.93,26.94,0.1077,72.82,2026.81,38.54,259.45,2065.1,108.64,7.226,31.73,8.201,0.129,0.08597,3.647,165.15,3.859,0.6053,0.672,6.922,32132.91,21.0,9.05,10.6,35.72,0.2228,21.92,54.96,5.151,0.05823,0.701,57.37,0.2566,0.03431,0.5207,9.678,1.252,0.09896,8.863,236.61,0.0584,2.649,0.0864,0.003382,13.96,0.3716,0.006947,1.252,0.7014,137.78,2.222,1.008,0.772,3.723,0.00074,0.1954,67.99,96.02,0.02132,0.006398,0.2541,7.918,0.05048,0.003964,0.0471316867469879,1.358,8080.0,0.663,45.01,0.0537,20.41,2.669,0.6165,0.9183,2281.47,101.51,0.08947200328111649
2024-01-01,44197.61,0.6298,313.67,0.6234,15.56,27.8,0.1078,74.74,2032.65,41.94,267.89,2065.8,116.22,7.604,33.3,8.598,0.132,0.09157,3.797,169.85,4.089,0.6289,0.7325,7.572,33590.18,21.69,9.27,11.21,39.75,0.239,22.49,56.0,5.361,0.05857,0.7184,61.31,0.2623,0.03664,0.5398,10.17,1.373,0.1005,9.26,182.89,0.05693,2.847,0.08978,0.003536,14.24,0.3736,0.007122,1.338,0.7235,140.77,2.282,1.101,0.804,3.702,0.00074,0.2065,71.4,104.0,0.02229,0.006382,0.2562,8.282,0.05236,0.00408,0.0471316867469879,1.407,8267.34,0.7271,51.28,0.0605,21.8,2.826,0.6164,0.9653,2352.33,109.51,0.09202399849891663
2024-01-02,44970.34,0.6246,312.41,0.6052,15.17,27.61,0.1084,72.98,2034.46,40.61,257.12,2058.74,110.35,7.18,32.82,8.413,0.1292,0.09706,3.926,167.56,3.897,0.6285,0.7328,7.175,34177.46,21.19,9.27,10.97,37.07,0.227,21.98,55.81,5.713,0.05684,0.7196,58.89,0.268,0.035,0.5284,9.916,1.286,0.1037,8.979,171.59,0.06103,2.733,0.08755,0.003598,13.91,0.371,0.006608,1.364,0.7338,135.9,2.25,1.068,0.81,3.712,0.00074,0.2119,69.05,99.02,0.02181,0.0065,0.2663,8.501,0.05137,0.00399,0.0471316867469879,1.373,8183.39,0.7339,47.49,0.05741,21.23,2.968,0.6173,0.981,2355.84,106.61,0.09120400249958038
2024-01-03,42854.08,0.5826,315.96,0.5572,14.16,25.06,0.1068,65.29,2014.63,36.81,234.19,2042.9,102.84,6.436,29.0,7.638,0.1205,0.08848,3.774,154.27,3.492,0.5808,0.6581,6.293,32569.1,19.23,8.05,9.933,34.19,0.2049,20.04,54.21,5.35,0.05395,0.6445,52.59,0.2484,0.0321,0.4678,8.706,1.135,0.09582,7.938,134.0,0.05814,2.328,0.0806,0.003,12.41,0.3348,0.006262,1.186,0.6568,125.34,2.122,0.9783,0.808,3.249,0.00074,0.2633,59.87,86.61,0.01973,0.006012,0.2498,7.118,0.04691,0.003507,0.0471316867469879,1.27,7537.03,0.6831,44.25,0.0605,18.99,2.643,0.576,0.8532,2210.76,98.59,0.08204200118780136
